Word;freqlemfilms2;freqlemlivres;freqfilms2;freqlivres
abstiennent;4.52;8.78;0.02;0.2
abstiennes;4.52;8.78;0.02;0
abstiens;4.52;8.78;0.84;0.14
abstient;4.52;8.78;0.17;0.34
abstinence;1.62;1.62;1.6;1.42
abstinences;1.62;1.62;0.02;0.2
abstinent;0.11;0;0.1;0
abstinente;0.11;0;0.01;0
abstinrent;4.52;8.78;0.01;0.07
abstins;4.52;8.78;0;0.41
abstint;4.52;8.78;0.2;0.81
abstraction;0.68;2.97;0.66;2.09
abstractions;0.68;2.97;0.03;0.88
abstraire;0.27;3.18;0.02;0.74
abstrais;0.27;3.18;0;0.07
abstrait;0.27;3.18;0.1;1.42
abstrait;1.62;11.35;0.61;3.85
abstrait;0.49;1.35;0.49;0.95
abstraite;0.27;3.18;0.01;0.2
abstraite;1.62;11.35;0.69;4.8
abstraitement;0;0.34;0;0.34
abstraites;0.27;3.18;0.11;0.2
abstraites;1.62;11.35;0.07;1.55
abstraits;0.27;3.18;0.03;0.54
abstraits;1.62;11.35;0.25;1.15
abstraits;0.49;1.35;0;0.41
abstrus;0;0.61;0;0.34
abstruse;0;0.61;0;0.14
abstruses;0;0.61;0;0.14
abstînt;4.52;8.78;0;0.27
absurde;23.59;30.95;21.56;24.8
absurde;2.69;4.93;2.67;4.73
absurdement;0.14;3.72;0.14;3.72
absurdes;23.59;30.95;2.03;6.15
absurdes;2.69;4.93;0.02;0.2
absurdistes;0;0.07;0;0.07
absurdité;2.34;6.28;1.44;5.54
absurdités;2.34;6.28;0.9;0.74
abus;4.75;8.58;4.75;8.58
abusa;20;14.26;0.02;0.2
abusai;20;14.26;0;0.07
abusaient;20;14.26;0.04;0.27
abusais;20;14.26;0.03;0.27
abusait;20;14.26;0.53;1.82
abusant;20;14.26;0.24;0.81
abuse;20;14.26;4.08;1.62
abusent;20;14.26;1.02;0.88
abuser;20;14.26;5.87;4.12
abusera;20;14.26;0.04;0
abuserai;20;14.26;0.03;0.07
abuserais;20;14.26;0.09;0.14
abuserait;20;14.26;0.02;0.07
abuserez;20;14.26;0.01;0.07
abuseriez;20;14.26;0.02;0
abuses;20;14.26;0.5;0.07
abuseur;0.04;0;0.04;0
abusez;20;14.26;1.93;0.34
abusiez;20;14.26;0.02;0
abusif;0.85;1.82;0.37;0.61
abusifs;0.85;1.82;0.05;0.14
abusive;0.85;1.82;0.39;0.74
abusivement;0.16;1.15;0.16;1.15
abusives;0.85;1.82;0.03;0.34
abusons;20;14.26;0.37;0
abusèrent;20;14.26;0;0.07
abusé;20;14.26;4.59;2.7
abusé;0.2;0.74;0.1;0.41
abusée;20;14.26;0.29;0.27
abusée;0.2;0.74;0.03;0.2
abusées;20;14.26;0.03;0.07
abusées;0.2;0.74;0.03;0
abusés;20;14.26;0.22;0.34
abusés;0.2;0.74;0.04;0.14
abyme;0.04;0.07;0.04;0.07
abyssal;0.11;0.74;0.03;0.34
abyssale;0.11;0.74;0.05;0.2
abyssales;0.11;0.74;0.02;0.2
abysse;1.07;0.41;0.53;0.07
abysses;1.07;0.41;0.54;0.34
abyssin;0;0.2;0;0.14
abyssin;0.14;0.14;0.14;0.14
abyssinien;0.1;0;0.1;0
abyssinienne;0.01;0;0.01;0
abyssins;0;0.2;0;0.07
abâtardi;0.14;0.41;0;0.2
abâtardie;0.01;0.07;0.01;0.07
abâtardies;0.14;0.41;0;0.07
abâtardir;0.14;0.41;0;0.07
abâtardirai;0.14;0.41;0;0.07
abâtardissant;0.14;0.41;0.14;0
abécédaire;0.18;0.07;0.18;0.07
abêti;0;0.27;0;0.14
abêti;0.01;1.28;0;0.47
abêties;0;0.27;0;0.07
abêtir;0.01;1.28;0.01;0.54
abêtis;0;0.27;0;0.07
abêtis;0.01;1.28;0;0.07
abêtissait;0.01;1.28;0;0.14
abêtissement;0;0.54;0;0.54
abêtit;0.01;1.28;0;0.07
abîma;15.83;21.69;0.1;0.74
abîmai;15.83;21.69;0;0.14
abîmaient;15.83;21.69;0.1;0.2
abîmait;15.83;21.69;0.01;1.22
abîmant;15.83;21.69;0.01;0.54
abîme;6.01;20.61;5.03;14.59
abîme;15.83;21.69;2.21;2.16
abîment;15.83;21.69;0.31;0.88
abîmer;15.83;21.69;5.4;5.95
abîmera;15.83;21.69;0.04;0.14
abîmerai;15.83;21.69;0.01;0
abîmerais;15.83;21.69;0.02;0.07
abîmerait;15.83;21.69;0.08;0.2
abîmeras;15.83;21.69;0;0.14
abîmerez;15.83;21.69;0.01;0
abîmeront;15.83;21.69;0.02;0.14
abîmes;6.01;20.61;0.98;6.01
abîmes;15.83;21.69;0.72;0.2
abîmez;15.83;21.69;0.3;0.2
abîmions;15.83;21.69;0;0.14
abîmons;15.83;21.69;0;0.07
abîmé;15.83;21.69;3.57;4.73
abîmée;15.83;21.69;1.73;1.76
abîmées;15.83;21.69;0.56;0.74
abîmés;15.83;21.69;0.61;1.35
acabit;0.17;1.62;0.17;1.55
acabits;0.17;1.62;0;0.07
acacia;0.26;6.35;0.05;3.24
acacias;0.26;6.35;0.21;3.11
acadien;0.01;0;0.01;0
acadien;0.16;0.07;0.14;0
acadienne;0.03;0;0.03;0
acadiens;0.16;0.07;0.01;0.07
académicien;0.35;1.55;0.14;0.74
académiciens;0.35;1.55;0.21;0.81
académie;10.03;9.46;9.91;8.31
académies;10.03;9.46;0.12;1.15
académique;1.41;1.15;0.87;0.61
académiquement;0.01;0.14;0.01;0.14
académiques;1.41;1.15;0.54;0.54
académisme;0;0.27;0;0.27
académisé;0;0.07;0;0.07
acagnardai;0;0.74;0;0.07
acagnardait;0;0.74;0;0.14
acagnarder;0;0.74;0;0.14
acagnardé;0;0.74;0;0.34
acagnardée;0;0.74;0;0.07
acajou;0.17;1.62;0.17;1.62
acajou;0.52;5.95;0.52;5.81
acajous;0.52;5.95;0;0.14
acanthe;0.04;0.61;0.04;0.27
acanthes;0.04;0.61;0;0.34
acariens;0.07;0.07;0.07;0.07
acariâtre;0.14;1.55;0.13;1.22
acariâtres;0.14;1.55;0.01;0.34
accabla;5.55;21.28;0.14;0.95
accablai;5.55;21.28;0;0.07
accablaient;5.55;21.28;0.03;1.42
accablais;5.55;21.28;0;0.27
accablait;5.55;21.28;0.22;3.11
accablant;1.41;5.41;0.37;1.42
accablant;5.55;21.28;0.05;0.74
accablante;1.41;5.41;0.71;2.43
accablantes;1.41;5.41;0.29;0.81
accablants;1.41;5.41;0.04;0.74
accable;5.55;21.28;2.01;1.96
accablement;0.23;3.72;0.21;3.58
accablements;0.23;3.72;0.01;0.14
accablent;5.55;21.28;0.28;0.74
accabler;5.55;21.28;0.65;3.58
accableraient;5.55;21.28;0;0.14
accablez;5.55;21.28;0.17;0.14
accablions;5.55;21.28;0;0.07
accablât;5.55;21.28;0;0.07
accablèrent;5.55;21.28;0;0.2
accablé;5.55;21.28;0.92;4.05
accablé;0.53;5.47;0.39;3.58
accablée;5.55;21.28;0.6;2.23
accablée;0.53;5.47;0.03;1.08
accablées;5.55;21.28;0.02;0.34
accablées;0.53;5.47;0;0.14
accablés;5.55;21.28;0.47;1.22
accablés;0.53;5.47;0.11;0.68
accalmie;0.5;3.72;0.46;2.97
accalmies;0.5;3.72;0.04;0.74
accalmit;0;0.07;0;0.07
accapara;0.97;3.99;0.01;0.07
accaparaient;0.97;3.99;0;0.34
accaparait;0.97;3.99;0.01;0.74
accaparant;0.02;0.07;0.02;0
accaparant;0.97;3.99;0.03;0.2
accaparante;0.02;0.07;0;0.07
accapare;0.97;3.99;0.34;0.61
accaparer;0.97;3.99;0.2;0.68
accaparerait;0.97;3.99;0;0.07
accapareur;0.02;0;0.02;0
accaparez;0.97;3.99;0.02;0
accaparé;0.97;3.99;0.3;0.68
accaparée;0.97;3.99;0.06;0.34
accaparées;0.97;3.99;0;0.07
accaparés;0.97;3.99;0;0.2
accastillage;0.04;0.2;0.04;0.14
accastillages;0.04;0.2;0;0.07
accelerando;0;0.14;0;0.14
accent;14.56;45.54;12.98;38.31
accenteur;0.01;0;0.01;0
accents;14.56;45.54;1.58;7.23
accentua;1.28;16.15;0;1.96
accentuai;1.28;16.15;0;0.07
accentuaient;1.28;16.15;0;1.22
accentuais;1.28;16.15;0;0.07
accentuait;1.28;16.15;0.01;4.05
accentuant;1.28;16.15;0.03;1.76
accentuation;0.06;0.14;0.06;0.14
accentue;1.28;16.15;0.11;1.76
accentuent;1.28;16.15;0.07;0.54
accentuer;1.28;16.15;0.67;2.03
accentuerait;1.28;16.15;0.01;0.07
accentuez;1.28;16.15;0.12;0
accentuât;1.28;16.15;0;0.07
accentuèrent;1.28;16.15;0;0.2
accentué;1.28;16.15;0.21;0.81
accentué;0.02;1.55;0.01;0.81
accentuée;1.28;16.15;0.03;0.95
accentuée;0.02;1.55;0.01;0.47
accentuées;1.28;16.15;0.02;0.27
accentuées;0.02;1.55;0;0.14
accentués;1.28;16.15;0.01;0.34
accentués;0.02;1.55;0;0.14
accepta;165.84;144.66;0.82;10.54
acceptable;3.96;4.39;3.27;3.51
acceptables;3.96;4.39;0.7;0.88
acceptai;165.84;144.66;0.03;3.38
acceptaient;165.84;144.66;0.34;2.91
acceptais;165.84;144.66;0.94;3.99
acceptait;165.84;144.66;1.48;10
acceptant;0.04;0.14;0.04;0.14
acceptant;165.84;144.66;1.35;2.97
acceptassent;165.84;144.66;0;0.07
acceptasses;165.84;144.66;0;0.07
acceptation;1.24;4.39;1.24;4.19
acceptations;1.24;4.39;0;0.2
accepte;165.84;144.66;38.41;18.65
acceptent;165.84;144.66;4.45;3.24
accepter;165.84;144.66;43.39;36.62
acceptera;165.84;144.66;3.98;1.96
accepterai;165.84;144.66;2.73;1.22
accepteraient;165.84;144.66;0.57;0.95
accepterais;165.84;144.66;2.25;1.96
accepterait;165.84;144.66;1.54;4.05
accepteras;165.84;144.66;0.65;0.27
accepterez;165.84;144.66;0.94;0.2
accepteriez;165.84;144.66;2.01;0.54
accepterions;165.84;144.66;0.03;0.34
accepterons;165.84;144.66;0.31;0.14
accepteront;165.84;144.66;1.34;0.2
acceptes;165.84;144.66;6.79;1.28
acceptez;165.84;144.66;12.53;2.16
acceptiez;165.84;144.66;1;0.54
acception;0.15;0.47;0.15;0.27
acceptions;0.15;0.47;0;0.2
acceptions;165.84;144.66;0.21;1.35
acceptons;165.84;144.66;2.72;0.95
acceptâmes;165.84;144.66;0;0.14
acceptât;165.84;144.66;0.01;1.42
acceptèrent;165.84;144.66;0.04;0.74
accepté;165.84;144.66;28.46;27.16
acceptée;165.84;144.66;4.3;3.24
acceptées;165.84;144.66;0.93;0.68
acceptés;165.84;144.66;1.29;0.74
accesseurs;0;0.07;0;0.07
accessibilité;0.03;0;0.03;0
accessible;2.06;5.74;1.49;4.12
accessibles;2.06;5.74;0.57;1.62
accession;0.16;1.22;0.16;1.22
accessit;0.02;0.07;0.02;0.07
accessoire;0.74;2.84;0.12;1.01
accessoire;3.87;7.3;1.11;1.08
accessoirement;0.17;0.88;0.17;0.88
accessoires;0.74;2.84;0.62;1.82
accessoires;3.87;7.3;2.76;6.22
accessoirise;0.07;0;0.01;0
accessoiriser;0.07;0;0.07;0
accessoiriste;0.62;0.14;0.51;0
accessoiristes;0.62;0.14;0.11;0.14
accident;108.21;44.8;100.11;36.62
accidente;0.19;0.27;0.01;0.07
accidentel;2.78;3.45;1.09;1.42
accidentelle;2.78;3.45;1.44;1.28
accidentellement;3.39;0.81;3.39;0.81
accidentelles;2.78;3.45;0.17;0.34
accidentels;2.78;3.45;0.08;0.41
accidenter;0.19;0.27;0.02;0
accidents;108.21;44.8;8.1;8.18
accidenté;0.19;0.27;0.12;0.14
accidenté;0.3;1.42;0.16;0.54
accidenté;0.57;0.61;0.28;0.34
accidentée;0.19;0.27;0.04;0.07
accidentée;0.3;1.42;0.08;0.34
accidentée;0.57;0.61;0.01;0.27
accidentées;0.3;1.42;0.02;0.2
accidentés;0.3;1.42;0.04;0.34
accidentés;0.57;0.61;0.28;0
acclama;1.75;5.81;0;0.34
acclamaient;1.75;5.81;0.09;0.68
acclamait;1.75;5.81;0.04;0.54
acclamant;1.75;5.81;0;0.27
acclamation;2.84;4.66;0.2;0.27
acclamations;2.84;4.66;2.65;4.39
acclame;1.75;5.81;0.19;0.81
acclament;1.75;5.81;0.18;0.14
acclamer;1.75;5.81;0.2;1.01
acclamera;1.75;5.81;0.04;0
acclamerait;1.75;5.81;0.01;0.07
acclameront;1.75;5.81;0.03;0
acclamez;1.75;5.81;0.25;0
acclamiez;1.75;5.81;0.01;0
acclamons;1.75;5.81;0.05;0.07
acclamé;1.75;5.81;0.44;1.28
acclamée;1.75;5.81;0.17;0.07
acclamées;1.75;5.81;0.02;0.07
acclamés;1.75;5.81;0.04;0.47
acclimata;0.52;1.96;0;0.07
acclimatai;0.52;1.96;0;0.07
acclimatation;0.14;0.81;0.14;0.81
acclimate;0.52;1.96;0.01;0.2
acclimatement;0;0.14;0;0.14
acclimatent;0.52;1.96;0.01;0
acclimater;0.52;1.96;0.45;1.08
acclimaterait;0.52;1.96;0;0.07
acclimates;0.52;1.96;0;0.07
acclimatez;0.52;1.96;0.02;0
acclimaté;0.52;1.96;0.02;0.27
acclimatés;0.52;1.96;0.01;0.14
accointance;0.14;0.88;0.14;0.2
accointances;0.14;0.88;0;0.68
accointé;0;0.14;0;0.07
accointés;0;0.14;0;0.07
accola;0.32;2.7;0;0.07
accolade;0.96;2.23;0.84;1.69
accolades;0.96;2.23;0.12;0.54
accolait;0.32;2.7;0;0.14
accolant;0.32;2.7;0.14;0
accole;0.32;2.7;0;0.14
accolement;0;0.07;0;0.07
accolent;0.32;2.7;0;0.07
accoler;0.32;2.7;0;0.27
accolerais;0.32;2.7;0.01;0
accolé;0.32;2.7;0.03;0.74
accolée;0.32;2.7;0.14;0.41
accolée;0;0.68;0;0.07
accolées;0.32;2.7;0;0.41
accolées;0;0.68;0;0.34
accolés;0.32;2.7;0;0.47
accolés;0;0.68;0;0.27
accommoda;2.25;14.19;0;0.68
accommodai;2.25;14.19;0;0.07
accommodaient;2.25;14.19;0;1.15
accommodais;2.25;14.19;0.01;0.27
accommodait;2.25;14.19;0.01;2.23
accommodant;0.41;0.47;0.22;0.14
accommodant;2.25;14.19;0;0.61
accommodante;0.41;0.47;0.14;0.2
accommodantes;0.41;0.47;0;0.07
accommodants;0.41;0.47;0.04;0.07
accommodation;0.04;0.41;0.04;0.41
accommodatrices;0;0.07;0;0.07
accommode;2.25;14.19;0.78;1.96
accommodement;0.11;1.01;0.11;0.61
accommodements;0.11;1.01;0;0.41
accommodent;2.25;14.19;0.13;0.34
accommoder;2.25;14.19;0.69;4.26
accommodera;2.25;14.19;0.01;0.07
accommoderai;2.25;14.19;0.06;0.14
accommoderaient;2.25;14.19;0;0.14
accommoderais;2.25;14.19;0.16;0.2
accommoderait;2.25;14.19;0.11;0.27
accommoderez;2.25;14.19;0.02;0
accommoderions;2.25;14.19;0;0.07
accommoderont;2.25;14.19;0.01;0.2
accommodions;2.25;14.19;0;0.07
accommodons;2.25;14.19;0;0.07
accommodât;2.25;14.19;0;0.14
accommodèrent;2.25;14.19;0.1;0.07
accommodé;2.25;14.19;0.13;0.54
accommodée;2.25;14.19;0.03;0.27
accommodés;2.25;14.19;0;0.41
accompagna;90.56;124.46;0.15;9.46
accompagnai;90.56;124.46;0.03;1.28
accompagnaient;90.56;124.46;0.43;4.73
accompagnais;90.56;124.46;0.4;1.76
accompagnait;90.56;124.46;2.04;15.68
accompagnant;0.01;0.27;0.01;0.27
accompagnant;90.56;124.46;0.61;5
accompagnateur;0.8;1.01;0.4;0.27
accompagnateurs;0.8;1.01;0.29;0.68
accompagnatrice;0.8;1.01;0.09;0.07
accompagnatrices;0.8;1.01;0.02;0
accompagne;90.56;124.46;33.28;15.14
accompagnement;0.65;2.57;0.61;2.5
accompagnements;0.65;2.57;0.03;0.07
accompagnent;90.56;124.46;2.08;4.05
accompagner;90.56;124.46;24.87;22.23
accompagnera;90.56;124.46;1.81;0.61
accompagnerai;90.56;124.46;1.01;0.61
accompagneraient;90.56;124.46;0;0.27
accompagnerais;90.56;124.46;0.16;0.27
accompagnerait;90.56;124.46;0.09;1.22
accompagneras;90.56;124.46;0.52;0.27
accompagnerez;90.56;124.46;0.65;0.27
accompagneriez;90.56;124.46;0.12;0
accompagnerons;90.56;124.46;0.25;0
accompagneront;90.56;124.46;0.52;0.14
accompagnes;90.56;124.46;5.48;0.68
accompagnez;90.56;124.46;4.41;0.95
accompagniez;90.56;124.46;0.45;0.07
accompagnions;90.56;124.46;0.02;0
accompagnons;90.56;124.46;0.73;0.27
accompagnâmes;90.56;124.46;0;0.14
accompagnât;90.56;124.46;0;0.54
accompagnèrent;90.56;124.46;0;0.95
accompagné;90.56;124.46;5.67;21.49
accompagné;1.58;1.35;0.93;0.61
accompagnée;90.56;124.46;3.67;9.93
accompagnée;1.58;1.35;0.38;0.2
accompagnées;90.56;124.46;0.1;2.03
accompagnées;1.58;1.35;0.02;0.07
accompagnés;90.56;124.46;1;4.46
accompagnés;1.58;1.35;0.25;0.47
accompli;4.79;10.54;1.41;5.27
accompli;0.02;0.2;0.02;0.2
accompli;25;55.2;5.98;9.59
accomplie;4.79;10.54;3;3.04
accomplie;25;55.2;1.05;2.57
accomplies;4.79;10.54;0.05;0.61
accomplies;25;55.2;0.23;1.08
accomplir;25;55.2;9.31;22.23
accomplira;25;55.2;0.55;0.61
accomplirai;25;55.2;0.33;0.14
accompliraient;25;55.2;0.01;0.2
accomplirais;25;55.2;0;0.14
accomplirait;25;55.2;0.12;0.47
accompliras;25;55.2;0.05;0
accomplirent;25;55.2;0.01;0.27
accomplirez;25;55.2;0.09;0.14
accomplirons;25;55.2;0.17;0.14
accompliront;25;55.2;0.04;0.07
accomplis;4.79;10.54;0.33;1.62
accomplis;25;55.2;1.51;2.7
accomplissaient;25;55.2;0;0.68
accomplissais;25;55.2;0.02;0.74
accomplissait;25;55.2;0.05;3.78
accomplissant;25;55.2;0.17;2.36
accomplisse;25;55.2;1.04;0.95
accomplissement;1.5;4.46;1.27;4.26
accomplissements;1.5;4.46;0.22;0.2
accomplissent;25;55.2;1.12;0.95
accomplissez;25;55.2;0.54;0
accomplissiez;25;55.2;0.02;0
accomplissions;25;55.2;0.16;0.34
accomplissons;25;55.2;0.28;0.14
accomplit;25;55.2;2.14;4.73
accomplît;25;55.2;0;0.2
accord;766.2;136.15;761.77;124.66
accorda;52.27;67.84;0.38;2.97
accordai;52.27;67.84;0;0.54
accordaient;52.27;67.84;0.17;2.43
accordailles;0;0.07;0;0.07
accordais;52.27;67.84;0.44;1.55
accordait;52.27;67.84;0.7;9.66
accordant;52.27;67.84;0.24;1.76
accordas;52.27;67.84;0.01;0.07
accordassent;52.27;67.84;0;0.14
accorde;52.27;67.84;17.04;11.76
accordement;0;0.07;0;0.07
accordent;52.27;67.84;1.31;2.5
accorder;52.27;67.84;10.59;14.73
accordera;52.27;67.84;0.98;0.14
accorderai;52.27;67.84;0.46;0
accorderaient;52.27;67.84;0;0.2
accorderais;52.27;67.84;0.24;0.14
accorderait;52.27;67.84;0.08;0.74
accorderas;52.27;67.84;0.06;0.07
accorderez;52.27;67.84;0.52;0.2
accorderiez;52.27;67.84;0.14;0.07
accorderons;52.27;67.84;0.14;0
accorderont;52.27;67.84;0.14;0.2
accordes;52.27;67.84;1.23;0.07
accordeur;0.25;0.61;0.25;0.61
accordez;52.27;67.84;6;0.81
accordiez;52.27;67.84;0.3;0
accordions;52.27;67.84;0.05;0.2
accordo;0.01;0.07;0.01;0.07
accordons;52.27;67.84;0.75;0.47
accords;766.2;136.15;4.42;11.49
accordât;52.27;67.84;0;0.88
accordèrent;52.27;67.84;0.01;0.54
accordé;52.27;67.84;6.87;7.43
accordé;2.58;1.08;1.22;0.41
accordée;52.27;67.84;2.23;4.93
accordée;2.58;1.08;1.06;0.2
accordées;52.27;67.84;0.36;1.22
accordées;2.58;1.08;0.16;0.14
accordéon;3.24;5.47;3.02;4.8
accordéoniste;0.26;1.69;0.26;1.42
accordéonistes;0.26;1.69;0;0.27
accordéons;3.24;5.47;0.22;0.68
accordés;52.27;67.84;0.85;1.42
accordés;2.58;1.08;0.15;0.34
accore;0;0.14;0;0.14
accores;0;0.07;0;0.07
accort;0.03;0.68;0.01;0.2
accorte;0.03;0.68;0.02;0.27
accortes;0.03;0.68;0;0.14
accorts;0.03;0.68;0;0.07
accosta;1.86;4.19;0.11;0.54
accostage;0.47;0.88;0.47;0.88
accostaient;1.86;4.19;0;0.14
accostais;1.86;4.19;0;0.07
accostait;1.86;4.19;0.11;0.47
accostant;0;0.07;0;0.07
accostant;1.86;4.19;0.01;0.27
accoste;1.86;4.19;0.27;0.54
accostent;1.86;4.19;0.13;0.27
accoster;1.86;4.19;0.67;1.35
accosterez;1.86;4.19;0.03;0
accosterons;1.86;4.19;0.01;0
accostez;1.86;4.19;0.14;0
accostiez;1.86;4.19;0.01;0.07
accostons;1.86;4.19;0.01;0
accosté;1.86;4.19;0.23;0.27
accostée;1.86;4.19;0.15;0.14
accostées;1.86;4.19;0;0.07
accota;0;2.43;0;0.27
accotaient;0;2.43;0;0.14
accotait;0;2.43;0;0.14
accotant;0;2.43;0;0.34
accote;0;2.43;0;0.14
accotement;0.01;1.42;0.01;1.08
accotements;0.01;1.42;0;0.34
accotent;0;2.43;0;0.07
accoter;0;2.43;0;0.07
accotoirs;0;0.07;0;0.07
accotons;0;2.43;0;0.07
accotèrent;0;2.43;0;0.07
accoté;0;2.43;0;0.54
accotée;0;2.43;0;0.27
accotées;0;2.43;0;0.14
accotés;0;2.43;0;0.2
accotés;0;0.07;0;0.07
accoucha;16.49;7.43;0.14;0.54
accouchaient;16.49;7.43;0.03;0.2
accouchais;16.49;7.43;0.05;0
accouchait;16.49;7.43;0.17;0.41
accouchant;0.12;0;0.12;0
accouchant;16.49;7.43;0.58;0
accouche;16.49;7.43;4.54;1.22
accouchement;5.96;3.92;5.47;3.24
accouchements;5.96;3.92;0.48;0.68
accouchent;16.49;7.43;0.08;0.14
accoucher;16.49;7.43;6.56;3.51
accouchera;16.49;7.43;0.04;0
accoucherait;16.49;7.43;0.16;0.07
accoucheras;16.49;7.43;0.14;0
accouches;16.49;7.43;0.46;0.2
accoucheur;0.19;0.81;0.06;0.47
accoucheurs;0.19;0.81;0;0.14
accoucheuse;0.19;0.81;0.13;0.2
accouchez;16.49;7.43;0.29;0
accouché;16.49;7.43;3.08;1.08
accouchée;16.49;7.43;0.16;0
accouchée;0.39;1.15;0.02;0.81
accouchées;0.39;1.15;0.37;0.34
accouchés;16.49;7.43;0.01;0.07
accouda;0.34;17.7;0;2.97
accoudai;0.34;17.7;0;0.47
accoudaient;0.34;17.7;0;0.27
accoudais;0.34;17.7;0;0.2
accoudait;0.34;17.7;0;0.61
accoudant;0.34;17.7;0;0.95
accoude;0.34;17.7;0.02;1.22
accouder;0.34;17.7;0.01;1.42
accoudions;0.34;17.7;0;0.07
accoudoir;0.46;5.2;0.4;2.23
accoudoirs;0.46;5.2;0.06;2.97
accoudons;0.34;17.7;0;0.07
accoudèrent;0.34;17.7;0;0.27
accoudé;0.34;17.7;0.25;5
accoudé;0;0.41;0;0.27
accoudée;0.34;17.7;0.03;2.5
accoudée;0;0.41;0;0.07
accoudées;0.34;17.7;0;0.14
accoudés;0.34;17.7;0.03;1.55
accoudés;0;0.41;0;0.07
accoupla;2.13;3.24;0.01;0.07
accouplaient;2.13;3.24;0.01;0.27
accouplais;2.13;3.24;0;0.07
accouplait;2.13;3.24;0.01;0.2
accouplant;2.13;3.24;0.06;0.07
accouple;2.13;3.24;0.34;0.07
accouplement;0.78;2.5;0.72;1.69
accouplements;0.78;2.5;0.05;0.81
accouplent;2.13;3.24;0.49;0.34
accoupler;2.13;3.24;0.83;0.74
accouplera;2.13;3.24;0.05;0
accouplerait;2.13;3.24;0;0.07
accoupleront;2.13;3.24;0.03;0
accouplèrent;2.13;3.24;0;0.07
accouplé;2.13;3.24;0.06;0.27
accouplée;2.13;3.24;0.01;0.07
accouplées;2.13;3.24;0.11;0.2
accouplés;2.13;3.24;0.12;0.74
accouraient;5.17;19.05;0.04;1.49
accourais;5.17;19.05;0.01;0.14
accourait;5.17;19.05;0.16;2.43
accourant;5.17;19.05;0.02;0.34
accourcissant;0;0.07;0;0.07
accoure;5.17;19.05;0.15;0.14
accourent;5.17;19.05;0.32;0.81
accoures;5.17;19.05;0.01;0
accourez;5.17;19.05;0.37;0.14
accouriez;5.17;19.05;0.01;0
accourir;5.17;19.05;0.57;2.84
accourons;5.17;19.05;0.29;0.07
accourra;5.17;19.05;0.05;0.07
accourrai;5.17;19.05;0.03;0.07
accourraient;5.17;19.05;0;0.14
accourrais;5.17;19.05;0.02;0
accourrait;5.17;19.05;0.04;0.2
accourront;5.17;19.05;0.04;0.07
accours;5.17;19.05;0.7;0.34
accourt;5.17;19.05;0.91;2.57
accouru;5.17;19.05;0.6;1.82
accourue;5.17;19.05;0.01;0.47
accourues;5.17;19.05;0.14;0.41
accoururent;5.17;19.05;0.21;0.74
accourus;5.17;19.05;0.34;1.69
accourussent;5.17;19.05;0;0.07
accourut;5.17;19.05;0.14;1.96
accourût;5.17;19.05;0;0.07
accoutre;0.06;0.54;0;0.07
accoutrement;1.29;2.7;1.19;2.09
accoutrements;1.29;2.7;0.11;0.61
accoutré;0.06;0.54;0.04;0.27
accoutré;0.02;0.41;0.02;0.14
accoutrée;0.06;0.54;0;0.07
accoutrée;0.02;0.41;0;0.2
accoutrés;0.06;0.54;0.02;0.14
accoutrés;0.02;0.41;0;0.07
accoutuma;0.89;9.12;0;0.07
accoutumai;0.89;9.12;0;0.07
accoutumaient;0.89;9.12;0;0.2
accoutumais;0.89;9.12;0;0.07
accoutumait;0.89;9.12;0;0.2
accoutumance;0.3;1.28;0.2;1.28
accoutumances;0.3;1.28;0.1;0
accoutumant;0.89;9.12;0;0.14
accoutume;0.89;9.12;0.03;0.54
accoutument;0.89;9.12;0;0.2
accoutumer;0.89;9.12;0.33;1.08
accoutumerait;0.89;9.12;0;0.07
accoutumé;0.89;9.12;0.39;3.58
accoutumé;0.26;5;0.02;0.41
accoutumée;0.89;9.12;0.11;1.35
accoutumée;0.26;5;0.08;4.26
accoutumées;0.89;9.12;0;0.34
accoutumées;0.26;5;0.14;0.07
accoutumés;0.89;9.12;0.02;1.22
accoutumés;0.26;5;0.01;0.27
accouvée;0;0.07;0;0.07
accras;0.1;0;0.1;0
accro;6.81;0.68;6.22;0.61
accro;2.56;0.07;1.66;0
accroc;1.9;3.11;1.67;2.57
accrocha;51.56;99.93;0.02;5.68
accrochage;2.06;1.49;1.44;0.88
accrochages;2.06;1.49;0.62;0.61
accrochai;51.56;99.93;0;1.01
accrochaient;51.56;99.93;0.06;4.73
accrochais;51.56;99.93;0.47;1.01
accrochait;51.56;99.93;0.56;10.34
accrochant;0;0.2;0;0.2
accrochant;51.56;99.93;0.43;4.59
accroche;0.65;0.27;0.45;0.2
accroche;51.56;99.93;16.39;13.18
accroche-coeur;0;0.74;0;0.34
accroche-coeurs;0;0.74;0;0.41
accrochent;51.56;99.93;1.37;2.64
accrocher;51.56;99.93;10.46;14.32
accrochera;51.56;99.93;0.15;0.07
accrocherai;51.56;99.93;0.38;0.14
accrocheraient;51.56;99.93;0;0.07
accrocherais;51.56;99.93;0.04;0.2
accrocherait;51.56;99.93;0.04;0.07
accrocherez;51.56;99.93;0.17;0
accrocheriez;51.56;99.93;0;0.07
accrocheront;51.56;99.93;0.02;0
accroches;0.65;0.27;0.2;0.07
accroches;51.56;99.93;2.09;0.07
accrocheur;0.59;0.34;0.55;0.14
accrocheurs;0.59;0.34;0.03;0.14
